student,presentAllTests,filter_045-8h_2-3problems,filter_045-8h_predCeiling,filter_045-8h,complete_twoThirds,filter_predCeiling,test,timeOnTutor,problemsStarted,school,class,condition,condition2,sequence,form,duration,pretest_total,sum_rel_NL,sum_rel_comp,sum_rel_transfer,sum_rel_recUnit,sum_rel_total,sum_rel_NL_transfer,sum_rel_NL_transfer_recUnit,sum_rel_transfer_recUnit,pretest_total_median
Stu_2282d5f2e47add10b810d1ff77566c10,1,1,1,1,1,1,2,3:40:07,96,4,29,1,blocked,29,1,0:18:00,0.455555556,1,0,0.75,0.416666667,0.634259259,0.886363636,0.761111111,0.601851852,1
Stu_625f3c32e6770e5a4c4c251c078e3282,1,1,1,1,1,1,2,2:59:56,126,1,1,3,interleaved,1,3,0:11:00,0.607407408,0.566666667,0.5,0.833333333,0.5,0.614814815,0.687878788,0.637777778,0.685185185,2
Stu_86ebdf1974ae76360ae3ced3094fafaa,1,1,1,1,1,1,2,2:18:53,126,1,2,1,blocked,2,3,0:11:00,0.376851852,0.3,0,0.583333333,0.5,0.373148148,0.428787879,0.447777778,0.546296296,1
Stu_c52fa0bf1ccdc2369b19c2bcb2e3ca89,1,1,1,1,1,1,2,1:53:58,126,1,1,1,blocked,1,1,0:14:00,0.511111111,0.7,0.666666667,0.666666667,0,0.52962963,0.684848485,0.502222222,0.370370371,1
Stu_07fd78dd83d1ec46bf245b362819060b,1,1,1,1,1,1,2,3:31:30,111,1,6,3,interleaved,6,1,0:07:00,0.277777778,0.533333333,0,0.583333333,0.416666667,0.432407407,0.556060606,0.518888889,0.509259259,1
Stu_3b78f74771f2a716ead67116f0c47272,1,1,1,1,1,1,2,4:12:09,126,3,22,4,increased,22,1,0:13:00,0.392592593,0.1,0.166666667,0.416666667,0.583333333,0.306481482,0.243939394,0.334444444,0.490740741,1
Stu_6eae955c448499961e337d954b0abaa9,1,1,1,1,1,1,2,3:01:48,126,1,4,3,interleaved,4,3,0:09:00,0.474074074,0.333333333,0.166666667,1,0.875,0.611111111,0.636363636,0.7,0.944444444,1
Stu_81c07ceb2faf57e7176e7ea6671a30bc,1,1,0,1,1,0,2,2:15:03,126,1,1,2,moderate,1,3,0:17:00,0.679629629,0.6,1,0.833333333,1,0.82037037,0.706060606,0.784444444,0.907407407,2
Stu_d00aa72e22ab77185f6fed013e193a97,1,1,1,1,1,1,2,2:56:59,126,1,5,2,moderate,5,2,0:35:00,0.409259259,0.4,0.333333333,0.583333333,0.5,0.462037037,0.483333333,0.487777778,0.546296296,1
Stu_73dbf2534db4750360be3997d153ad21,1,1,1,1,1,1,2,4:01:09,102,2,7,3,interleaved,7,1,0:16:00,0.363888889,0.166666667,0.333333333,0.416666667,0.833333333,0.412037037,0.280303031,0.427777778,0.601851852,1
Stu_0326178080208c048588af537814223c,1,1,1,1,1,1,2,2:22:01,109,3,20,6,rectangle,20,2,0:12:00,0.465740741,0.166666667,0.666666667,0.166666667,0.541666667,0.333333334,0.166666667,0.266666667,0.333333334,1
Stu_f2eb0ef523c64ab61738d1a866a281d2,1,1,1,1,1,1,2,3:40:43,126,1,3,3,interleaved,3,3,0:00:00,0.642592592,1,0.333333333,1,0.916666667,0.87037037,1,0.977777778,0.962962963,2
Stu_76f77857356aa3dd4c2f6437d079a0bf,1,1,0,1,1,0,2,3:06:13,126,1,5,1,blocked,5,3,0:16:00,0.898148148,0.866666667,1,1,0.541666667,0.853703704,0.927272727,0.824444445,0.796296296,2
Stu_afede044915bef989f7b21aa0e07624e,1,1,0,1,1,0,2,2:16:43,126,2,17,2,moderate,17,1,0:15:00,0.909259259,0.733333333,1,1,1,0.911111111,0.854545454,0.893333333,1,2
Stu_32956a071e61d87f1f11cb5fb48c843b,1,1,1,1,1,1,2,3:29:27,126,2,15,1,blocked,15,2,0:20:00,0.301851852,0,0.666666667,0.166666667,0.416666667,0.25,0.075757576,0.166666667,0.277777778,1
Stu_dc2ac21fba220916a255dcc78c0e0a7c,1,1,0,1,1,0,2,2:52:38,126,1,6,3,interleaved,6,1,0:10:00,0.751851852,0.4,0.833333333,1,0.916666667,0.753703704,0.672727273,0.737777778,0.962962963,2
Stu_f9d5192e1b0fda315130aa7e9264255b,1,1,1,1,1,1,2,3:40:36,126,2,15,2,moderate,15,1,0:15:00,0.475925926,0.333333333,0.333333333,0.416666667,0.708333333,0.439814815,0.371212121,0.461111111,0.546296296,1
Stu_fa111119a7cf248581059485691c823c,1,1,1,1,1,1,2,2:46:26,112,1,2,5,circle,2,2,0:26:00,0.653703704,0.6,1,1,1,0.866666667,0.781818182,0.84,1,2
Stu_88da27fcbc6dfd9c427f610eeba4e766,1,1,0,1,1,0,2,2:05:53,126,1,1,1,blocked,1,1,0:19:00,0.751851852,0.333333333,0.833333333,1,0.458333333,0.629629629,0.636363636,0.588888889,0.759259259,2
Stu_b29a36cbc10ef103cea964ce8a0b3581,1,1,0,1,1,0,2,2:24:42,126,1,1,3,interleaved,1,3,0:17:00,0.866666667,0.733333333,1,1,0.791666667,0.864814815,0.854545454,0.837777778,0.907407408,2
Stu_9a305d781610872e75a1d10d90ea34b3,1,1,1,1,1,1,2,4:01:58,126,3,28,3,interleaved,28,2,0:26:00,0.55,0.733333333,0,1,0.625,0.661111111,0.854545454,0.793333333,0.833333333,1
Stu_122441360922d6ad0f5b0367cb224916,1,1,1,1,1,1,2,3:36:23,126,3,22,3,interleaved,22,2,0:24:00,0.559259259,0.466666667,0.666666667,0.833333333,0.833333333,0.683333333,0.633333333,0.686666667,0.833333333,1
Stu_ac749852a385e79f4cfaf212d53be8b5,1,1,1,1,1,1,2,3:41:21,132,2,7,6,rectangle,7,1,0:13:00,0.341666667,0.166666667,0.166666667,0.833333333,0.458333333,0.416666667,0.46969697,0.466666667,0.666666666,1
Stu_5e94e8e6ada5bd429d46d777d53759b0,1,1,1,1,1,1,2,2:41:47,126,4,25,3,interleaved,25,1,0:16:00,0.451851852,0.4,0,1,0.416666667,0.503703704,0.672727273,0.604444445,0.740740741,1
Stu_db3ccd574268f6db0142eaaca45319a8,1,1,0,1,1,0,2,2:40:14,126,1,5,4,increased,5,3,0:22:00,0.82037037,0.766666667,0.833333333,0.833333333,0.625,0.764814815,0.796969697,0.751111111,0.740740741,2
Stu_9889909d270129ea3f3b90afb21ea7aa,1,1,1,1,1,1,2,2:47:57,126,1,1,2,moderate,1,1,0:19:00,0.605555556,0.866666667,0.666666667,0.833333333,0.416666667,0.724074074,0.851515152,0.735555556,0.648148148,2
Stu_2fd6d00f7bc643e0847c83f26cd2c932,1,1,1,1,1,1,2,4:16:39,112,1,4,5,circle,4,3,0:17:00,0.12962963,0,0.333333333,0.166666667,0.291666667,0.166666667,0.075757576,0.133333334,0.222222223,1
Stu_3fc68a7334debc9f4568ab8faa8b8272,1,1,1,1,1,1,2,2:56:08,126,3,22,2,moderate,22,2,0:32:00,0.462962963,0.466666667,0.666666667,0.833333333,0.75,0.664814815,0.633333333,0.664444444,0.796296296,1
Stu_95c42d237b27a1d85b7664bc8e4d5f87,1,1,1,1,1,1,2,2:57:08,126,2,9,2,moderate,9,3,0:20:00,0.686111111,1,1,1,1,1,1,1,1,2
Stu_8b91cc6b2831691ff5244218b778e964,1,1,1,1,1,1,2,7:13:05,111,3,23,5,circle,23,2,0:25:00,0.634259259,0.4,0.333333333,1,0.916666667,0.67037037,0.672727273,0.737777778,0.962962963,2
Stu_95040519c8fc72caeca0315f3c2f0c15,1,1,1,1,1,1,2,4:00:25,118,3,28,7,numberline,28,1,0:18:00,0.259259259,0.1,0.166666667,0.166666667,0.5,0.218518519,0.13030303,0.228888889,0.314814815,1
Stu_473a0a06cbf517889090d4960942fe2e,1,1,1,1,1,1,2,4:00:20,112,1,3,6,rectangle,3,2,0:19:00,0.612037037,0.8,0,1,0.541666667,0.664814815,0.890909091,0.797777778,0.796296296,2
Stu_9f50555c720f8c0cc3b84f0ff9c468e0,1,1,0,1,1,0,2,2:44:08,126,1,5,4,increased,5,1,0:15:00,0.903703703,0.933333333,1,1,1,0.977777778,0.963636363,0.973333333,1,2
Stu_bea5309af15862599af00616081be3e5,1,1,1,1,1,1,2,2:45:54,126,4,29,1,blocked,29,3,0:11:00,0.342592593,0.066666667,0.666666667,0.333333333,0.5,0.337037037,0.187878788,0.271111111,0.407407407,1
Stu_fe40b3bf8e9597a60472b5d2a27f55fb,1,1,0,1,1,0,2,2:43:11,126,1,1,3,interleaved,1,3,0:20:00,0.809259259,0.666666667,0.666666667,0.833333333,0.833333333,0.75,0.742424242,0.766666667,0.833333333,2
Stu_88a25f27d9c0b3a8eca25554becadf55,1,1,1,1,1,1,2,3:17:21,126,3,22,2,moderate,22,1,0:18:00,0.703703704,0.666666667,1,0.5,0.541666667,0.648148148,0.590909091,0.577777778,0.518518519,2
Stu_db36eeabd049238ff67f1cd36f596737,1,1,0,1,1,0,2,2:32:39,126,3,28,4,increased,28,1,0:19:00,0.85,0.8,1,1,0.875,0.905555556,0.890909091,0.886666667,0.944444444,2
Stu_1f6a93d6bcec19559022bd21494d24c8,1,1,0,1,1,0,2,2:25:44,126,1,1,1,blocked,1,2,0:09:00,0.642592593,0.533333333,0.5,0.833333333,0.875,0.687037037,0.669696969,0.724444444,0.851851852,2
Stu_88612c80976ad46841fe37b844933cfe,1,1,1,1,1,1,2,2:57:10,126,1,6,3,interleaved,6,1,0:20:00,0.555555556,0.866666667,0.666666667,0.666666667,0.75,0.751851852,0.775757576,0.768888889,0.703703704,1
Stu_ed973db3d2214b06baa3b55fa35e083a,1,1,1,1,1,1,2,3:13:49,98,4,29,1,blocked,29,2,0:12:00,0.435185185,0.466666667,0.166666667,0.833333333,0.583333333,0.544444444,0.633333333,0.62,0.722222222,1
Stu_d7384a6b624450317d7e8b0f48c9c108,1,1,1,1,1,1,2,3:27:47,112,2,15,5,circle,15,1,0:17:00,0.437037037,0.066666667,0.166666667,0.833333333,0.625,0.42037037,0.415151515,0.471111111,0.740740741,1
Stu_f3459d748a31a56608f253c57d235e13,1,1,1,1,1,1,2,3:01:23,126,3,28,2,moderate,28,3,0:14:00,0.75462963,0.733333333,0.833333333,0.75,0.458333333,0.693518518,0.740909091,0.665555555,0.62037037,2
Stu_9720ccd051a0af4c2acc5740b68c4f49,1,1,1,1,1,1,2,4:07:33,126,1,4,1,blocked,4,1,0:32:00,0.483333333,0.533333333,0.666666667,1,0.583333333,0.696296296,0.745454545,0.702222222,0.814814815,1
Stu_126e43921d496179255efa8d4402800c,1,1,0,1,1,0,2,2:41:36,126,4,31,1,blocked,31,2,0:23:00,0.716666667,0.6,1,0.666666667,0.666666667,0.7,0.63030303,0.64,0.666666667,2
Stu_58730f6a71c21cd26834e0beb5b28190,1,1,1,1,1,1,2,7:04:10,126,3,20,3,interleaved,20,2,0:05:00,0.296296296,0.4,0.333333333,0.5,0.541666667,0.448148148,0.445454545,0.471111111,0.518518519,1
Stu_3d6cb7dfe38fbf85023ccc643ada8a37,1,1,1,1,1,1,2,2:58:30,112,1,1,5,circle,1,1,0:17:00,0.383333333,0.766666667,0.666666667,0.666666667,0.25,0.607407408,0.721212122,0.595555556,0.481481482,1
Stu_303b9129edf2ef2f27aa842f7e942c1c,1,1,1,1,1,1,2,2:56:08,126,3,28,2,moderate,28,2,0:16:00,0.738888889,0.8,0.5,0.833333333,0.75,0.748148148,0.815151515,0.797777778,0.796296296,2
Stu_4ca71596d5d479a3d0e37b0035a1751a,1,1,0,1,1,0,2,2:52:51,126,1,4,3,interleaved,4,1,0:20:00,0.844444444,0.4,0.666666667,1,1,0.744444445,0.672727273,0.76,1,2
Stu_5331ab5b801b869a1a9dcb560812c22f,1,1,1,1,1,1,2,3:40:22,118,2,17,7,numberline,17,1,1:15:00,0.719444444,0.4,0.333333333,1,1,0.688888889,0.672727273,0.76,1,2
Stu_f597e993daf7f45a6e280bf225f12ec4,1,1,1,1,1,1,2,2:04:14,126,4,31,3,interleaved,31,2,0:19:00,0.685185185,0.533333333,1,1,1,0.844444444,0.745454545,0.813333333,1,2
Stu_380a9d496fab86f4e174ad26555f1d50,1,1,1,1,1,1,2,2:47:37,100,2,7,4,increased,7,2,0:28:00,0.444444444,0.466666667,0.333333333,0.333333333,0.833333333,0.488888889,0.406060606,0.52,0.555555555,1
Stu_96b7065415bbcc6cede33fe4e5e88f13,1,1,1,1,1,1,2,3:15:02,126,2,9,4,increased,9,3,0:22:00,0.598148148,0.9,0.666666667,0.833333333,0.833333333,0.827777778,0.86969697,0.86,0.833333333,2
Stu_4df804692d1d5bffd2c63ba00320c097,1,1,0,1,1,0,2,3:02:30,109,2,17,1,blocked,17,3,0:24:00,0.87037037,1,0.666666667,0.833333333,0.833333333,0.861111111,0.924242424,0.9,0.833333333,2
Stu_0ee832c267511e90d6a09634ae50a465,1,1,1,1,1,1,2,2:22:09,118,4,29,7,numberline,29,1,0:09:00,0.52037037,0.533333333,0.333333333,0.833333333,0.541666667,0.585185185,0.669696969,0.635555555,0.703703704,1
Stu_4d2087b65580ec581f8bda496a11fbb4,1,1,1,1,1,1,2,3:37:39,126,2,17,2,moderate,17,2,0:12:00,0.317592593,0.1,0.166666667,0.083333333,0.416666667,0.176851852,0.092424242,0.178888889,0.231481481,1
Stu_d84a34c5d03a6cd1eddb7997b071f37b,1,1,1,1,1,1,2,4:25:50,99,1,3,3,interleaved,3,1,0:26:00,0.418518519,0.633333333,0.666666667,0.666666667,0.75,0.674074074,0.648484848,0.675555556,0.703703704,1
Stu_3a0b2c76d92919b95698c978840c5b59,1,1,1,1,1,1,2,2:28:24,118,1,4,7,numberline,4,3,0:21:00,0.566666667,0.466666667,0.333333333,0.583333333,0.333333333,0.447222222,0.51969697,0.47,0.472222222,2
Stu_d4eb24cc204f880e96d7bf15cad03e5a,1,1,1,1,1,1,2,2:41:25,112,4,31,6,rectangle,31,1,0:00:00,0.333333333,0,0,0.833333333,0.833333333,0.416666667,0.378787879,0.5,0.833333333,1
Stu_08d8c87c555e0637063113ccde57c63f,1,1,1,1,1,1,2,2:06:05,111,4,29,1,blocked,29,1,0:09:00,0.218518519,0,0,0.333333333,0.416666667,0.185185185,0.151515151,0.222222222,0.37037037,1
Stu_5be8df1273d24f2fe2734e3e02cb1841,1,1,1,1,1,1,2,2:56:48,118,1,2,7,numberline,2,3,0:14:00,0.42037037,0.4,0.333333333,1,0.833333333,0.651851852,0.672727273,0.715555555,0.925925926,1
Stu_07028f34082e2d4088498ab7f7cad6dd,1,1,1,1,1,1,2,3:55:56,105,4,31,4,increased,31,2,0:15:00,0.237037037,0.266666667,0,0.166666667,0.5,0.246296297,0.221212122,0.295555556,0.314814815,1
Stu_b1d059b0e06dcac81165f0ad6c2da8dd,1,1,0,1,1,0,2,2:48:51,126,1,4,3,interleaved,4,1,0:14:00,0.824074074,0.8,1,1,0.75,0.877777778,0.890909091,0.853333333,0.888888889,2
Stu_df0b806721c260c52e68e4ee8049bbac,1,1,0,1,1,0,2,6:16:31,126,1,5,1,blocked,5,2,0:22:00,0.805555556,0.733333333,0.5,1,0.916666667,0.809259259,0.854545454,0.871111111,0.962962963,2
Stu_6859f840cf837742c8879c9ec8911ff4,1,1,0,1,1,0,2,2:56:52,114,2,17,7,numberline,17,1,0:12:00,0.762962963,0.533333333,1,1,0.833333333,0.807407407,0.745454545,0.768888889,0.925925926,2
Stu_eebf47b9b3274301ca2b65eba029316a,1,1,1,1,1,1,2,6:39:50,126,3,20,4,increased,20,2,0:20:00,0.696296297,0.8,0,0.666666667,1,0.674074074,0.73939394,0.808888889,0.814814815,2
Stu_21ef58ac79f20083cdfdf6f0e536bf9a,1,1,0,1,1,0,2,2:21:31,126,1,1,1,blocked,1,3,0:32:00,0.830555556,0.8,0.666666667,0.833333333,1,0.831481481,0.815151515,0.864444444,0.907407407,2
Stu_7dfea40156ac4fc5ea332d1f78681998,1,1,0,1,1,0,2,2:26:58,126,1,3,2,moderate,3,3,0:17:00,0.833333334,0.766666667,0.333333333,1,0.833333333,0.774074074,0.872727273,0.862222222,0.925925926,2
Stu_b990fca98e056c95e75f509625b588a1,1,1,0,1,1,0,2,1:57:40,126,4,31,3,interleaved,31,3,0:18:00,0.653703704,1,0.666666667,1,0.833333333,0.907407407,1,0.955555555,0.925925926,2
Stu_27c0b9382669f1c56e2adcde294d65b4,1,1,1,1,1,1,2,2:44:58,111,1,6,1,blocked,6,3,0:17:00,0.714814815,0.866666667,1,1,0.916666667,0.937037037,0.927272727,0.924444445,0.962962963,2
Stu_f2e4e27e379ea8b3294cb84f0b556d39,1,1,1,1,1,1,2,2:44:04,126,2,15,1,blocked,15,1,0:20:00,0.650925926,0.833333333,0.666666667,0.833333333,0.75,0.787037037,0.833333333,0.811111111,0.796296296,2
Stu_fd25528f3428e5217cd925e1ef4b2996,1,1,1,1,1,1,2,2:37:34,126,4,31,4,increased,31,1,0:24:00,0.483333333,0.733333333,0.333333333,0.5,0.833333333,0.624074074,0.627272727,0.682222222,0.648148148,1
Stu_58a694454861f3d381a2c00d5fcf8dbb,1,1,0,1,1,0,2,3:17:41,126,1,6,3,interleaved,6,3,0:23:00,0.644444444,0.533333333,0.833333333,1,0.5,0.705555555,0.745454545,0.68,0.777777778,2
Stu_af7e777de098cb586361e680126ba553,1,1,1,1,1,1,2,3:20:42,125,3,23,1,blocked,23,3,0:16:00,0.231481481,0.366666667,0.333333333,0.166666667,0.083333333,0.242592593,0.275757576,0.224444445,0.12962963,1
Stu_0fc0cabe2864f1ada56adf7ec53eaa33,1,1,0,1,1,0,2,2:35:53,126,1,3,3,interleaved,3,3,0:08:00,0.848148148,0.4,1,0.833333333,0,0.531481481,0.596969697,0.437777778,0.462962963,2
Stu_bf7968cb36ebefbc4a9bbd20fb8234fe,1,1,0,1,1,0,2,4:11:06,118,1,5,7,numberline,5,1,0:23:00,0.87962963,1,0.833333333,1,1,0.972222222,1,1,1,2
Stu_99deca0276ae3b1b1575f8abbb162ac0,1,1,0,1,1,0,2,4:07:59,126,1,6,4,increased,6,3,0:11:00,0.755555556,0.4,0,0.666666667,0.75,0.485185185,0.521212121,0.582222222,0.703703704,2
Stu_086041242bb397f893ec9d1d8bd7b51e,1,1,1,1,1,1,2,7:41:23,111,1,2,3,interleaved,2,1,0:08:00,0.283333333,0.266666667,0.333333333,0.583333333,0.541666667,0.426851852,0.410606061,0.445555556,0.564814815,1
Stu_676a4f12515d156b5b236d7e22c86b43,1,1,1,1,1,1,2,2:26:04,112,1,6,5,circle,6,1,0:18:00,0.559259259,0.666666667,1,0.75,0.708333333,0.75462963,0.704545455,0.705555556,0.731481481,1
Stu_182ab5c6a511381519769eb29a180a4d,1,1,1,1,1,1,2,3:14:28,124,1,3,4,increased,3,3,0:10:00,0.655555556,0.5,0.833333333,0.666666667,0.5,0.601851852,0.575757576,0.555555556,0.592592593,2
Stu_3ad63fe9dc17b3bcd4e3e459753eedfc,1,1,1,1,1,1,2,3:50:07,126,1,2,1,blocked,2,1,0:06:00,0.146296296,0,0,0.166666667,0,0.046296296,0.075757576,0.055555556,0.092592593,1
Stu_fe82ec4f55056ddc9a240e5ea03ca108,1,1,0,1,1,0,2,4:18:59,123,1,4,4,increased,4,2,0:16:00,0.787037037,0.933333333,0.666666667,0.916666667,0.916666667,0.880555556,0.925757576,0.923333333,0.916666667,2
Stu_f97e6abbec9d302b11ae941aa6cc951e,1,1,1,1,1,1,2,2:25:04,112,3,20,5,circle,20,2,0:49:00,0.47962963,0.4,0,1,0.541666667,0.531481482,0.672727273,0.637777778,0.796296296,1
Stu_e118be814926eb017405e18c2ed43819,1,1,0,1,1,0,2,2:38:40,126,1,4,2,moderate,4,3,0:21:00,0.92037037,0.9,1,1,1,0.966666667,0.945454545,0.96,1,2
Stu_998574997528a37e62b2fcecc68cdec1,1,1,1,1,1,1,2,2:45:07,112,4,31,5,circle,31,1,0:20:00,0.259259259,1,0,0.333333333,0.25,0.481481481,0.696969697,0.577777778,0.296296296,1
Stu_f20aa074cd578f5664790b7bb5d27901,1,1,1,1,1,1,2,2:56:00,126,3,28,4,increased,28,1,0:19:00,0.642592593,0.666666667,0.666666667,0.666666667,0.75,0.685185185,0.666666667,0.688888889,0.703703704,2
Stu_847b8b6fc192d9e3fe980ae1947b407d,1,1,1,1,1,1,2,3:08:40,117,2,7,1,blocked,7,1,0:15:00,0.642592592,0.933333333,0.666666667,1,0.833333333,0.885185185,0.963636363,0.928888889,0.925925926,2
Stu_f8d2b7153b03da6c3982a2a1ea7f678a,1,1,0,1,1,0,2,3:07:04,126,1,4,1,blocked,4,3,0:11:00,0.688888889,0.333333333,0.666666667,1,0.25,0.555555556,0.636363636,0.533333333,0.666666667,2
Stu_41865944486a89712aaf701994636881,1,1,1,1,1,1,2,2:51:40,126,1,1,4,increased,1,2,0:24:00,0.562962963,0.9,1,0.833333333,1,0.92037037,0.86969697,0.904444444,0.907407407,2
Stu_e63681696c6716569543dbd5069daa2e,1,1,1,1,1,1,2,3:18:04,118,1,4,7,numberline,4,2,0:18:00,0.742592593,0.666666667,0.666666667,0.833333333,0.833333333,0.75,0.742424242,0.766666667,0.833333333,2
Stu_cd10963dae46855a63c997c958707f18,1,1,1,1,1,1,2,4:05:39,126,1,3,3,interleaved,3,2,0:11:00,0.500925926,0.4,0,0.75,0.375,0.425,0.559090909,0.51,0.583333333,1
Stu_0769b9457a7a842c8b2d35ff3ffdec1e,1,1,1,1,1,1,2,3:10:52,111,3,28,4,increased,28,2,0:21:00,0.409259259,0.666666667,0,0.166666667,0.416666667,0.361111111,0.43939394,0.433333334,0.277777778,1
Stu_a13b233968b062fe118a345790eb2348,1,1,1,1,1,1,2,2:14:01,126,1,3,2,moderate,3,3,0:16:00,0.709259259,0.466666667,1,1,1,0.822222222,0.709090909,0.786666667,1,2
Stu_36979e9baa927de19e4ea67ec6ccde6a,1,1,0,1,1,0,2,3:15:45,112,3,23,6,rectangle,23,1,0:15:00,0.751851852,0.933333333,0.666666667,1,0.541666667,0.82037037,0.963636363,0.851111111,0.796296296,2
Stu_a0787910cff6831f95b824b99d0979e3,1,1,1,1,1,1,2,3:31:54,126,2,9,1,blocked,9,1,1:07:00,0.346296296,0.066666667,0,0.583333333,0.708333333,0.341666667,0.301515152,0.41,0.638888889,1
Stu_7d1578f235968d6be18ac11a10ddf74b,1,1,0,1,1,0,2,2:33:02,112,1,5,5,circle,5,1,0:16:00,0.87962963,0.6,1,0.833333333,0.833333333,0.783333333,0.706060606,0.74,0.833333333,2
Stu_d757221580aa35e364fc6c637f24f75f,1,1,1,1,1,1,2,3:47:58,112,2,17,5,circle,17,3,0:31:00,0.338888889,0.166666667,0.833333333,0.333333333,0.5,0.398148148,0.242424242,0.311111111,0.407407407,1
Stu_768aeb481d43af8b886e4b3c2df317bf,1,1,1,1,1,1,2,3:36:01,126,1,4,4,increased,4,3,0:30:00,0.590740741,0.4,0.333333333,1,0.5,0.577777778,0.672727273,0.626666667,0.777777778,2
Stu_f042abe800ae35b3253132a2851314a5,1,1,1,1,1,1,2,7:18:29,126,3,23,3,interleaved,23,1,0:18:00,0.272222222,0.866666667,1,0.333333333,0.625,0.687037037,0.624242424,0.624444444,0.462962963,1
Stu_c7172525f837773c77976438a901b17f,1,1,1,1,1,1,2,5:39:51,112,1,2,6,rectangle,2,3,0:18:00,0.35,0.3,0.166666667,0.666666667,0.833333333,0.498148148,0.466666667,0.564444444,0.740740741,1
Stu_468304a5e611234fd501b01150c0e28b,1,1,1,1,1,1,2,3:01:08,118,1,3,7,numberline,3,3,0:16:00,0.481481481,0.733333333,0.666666667,0.833333333,0.541666667,0.707407407,0.778787878,0.715555555,0.703703704,1
Stu_310fea7d7a347617b97db08c6063f398,1,1,1,1,1,1,2,3:43:18,126,3,22,2,moderate,22,2,0:18:00,0.55462963,0.4,0.5,0.833333333,0.75,0.614814815,0.596969697,0.637777778,0.796296296,1
Stu_296d75f607d62ce8f3294e6bdd4a7d19,1,1,1,1,1,1,2,4:57:04,126,2,15,2,moderate,15,1,0:30:00,0.396296296,0.4,0.666666667,0.666666667,0.416666667,0.522222222,0.521212121,0.493333334,0.555555556,1
Stu_9ceb9f6037d633a8a84e40ab105822a7,1,1,1,1,1,1,2,3:06:07,126,2,15,1,blocked,15,3,0:29:00,0.388888889,0.666666667,0.666666667,0.5,0.625,0.611111111,0.590909091,0.6,0.555555556,1
Stu_56b7d83bf66949aa058953e7b1ba4788,1,1,1,1,1,1,2,3:16:48,126,3,22,2,moderate,22,2,0:27:00,0.412962963,0.333333333,0.333333333,0.666666667,0.5,0.462962963,0.484848485,0.488888889,0.592592593,1
Stu_54b0c10e7477a607ba0b98c48130c5d7,1,1,0,1,1,0,2,2:22:47,126,1,3,1,blocked,3,1,0:20:00,0.798148148,1,0.833333333,0.833333333,1,0.925925926,0.924242424,0.944444444,0.907407407,2
Stu_cadf37150207036570ea02e92ea8a6dd,1,1,0,1,1,0,2,2:42:44,112,1,3,5,circle,3,3,0:28:00,0.833333334,0.933333333,0.833333333,0.833333333,1,0.903703703,0.887878788,0.917777778,0.907407407,2
Stu_688127475328204a7a664517cbecc390,1,1,1,1,1,1,2,2:46:17,126,2,9,1,blocked,9,2,0:15:00,0.433333333,0.6,0.666666667,1,0.416666667,0.681481482,0.781818182,0.684444445,0.740740741,1
Stu_7e607f4af9a981c63dd0f2b5c76c21a6,1,1,1,1,1,1,2,3:03:59,126,3,23,4,increased,23,3,0:54:00,0.359259259,0.766666667,0.666666667,0.666666667,0.708333333,0.709259259,0.721212122,0.717777778,0.685185185,1
Stu_0be70eb2a871c319496ac62dfade9f8b,1,1,0,1,1,0,2,2:39:47,111,1,4,3,interleaved,4,1,0:10:00,0.766666667,0.866666667,0.666666667,1,0.916666667,0.881481482,0.927272727,0.924444445,0.962962963,2
Stu_56abc4df5c479634d7a22e5e3a16864b,1,1,0,1,1,0,2,6:58:09,126,3,23,3,interleaved,23,3,0:30:00,0.809259259,1,0.5,0.833333333,1,0.87037037,0.924242424,0.944444444,0.907407407,2
Stu_d10848b0b7b28d08e713bfef224d5db0,1,1,1,1,1,1,2,3:28:46,126,1,6,3,interleaved,6,1,0:10:00,0.72037037,0.466666667,0.666666667,0.833333333,1,0.72037037,0.633333333,0.731111111,0.907407407,2
Stu_c7cf07c89ea48f4069f3e0733f81dcf2,1,1,1,1,1,1,2,2:34:00,126,3,22,1,blocked,22,2,0:13:00,0.648148148,0.733333333,0.333333333,1,0.416666667,0.67037037,0.854545454,0.737777778,0.740740741,2
Stu_c2f9e895c596a2b8813adc3489fc5cba,1,1,1,1,1,1,2,7:12:14,126,3,23,4,increased,23,3,0:20:00,0.442592593,0.6,1,0.583333333,0.75,0.69537037,0.592424242,0.634444444,0.657407407,1
Stu_a5ea7ae2d49e9b048e72e76c3912ab24,1,1,1,1,1,1,2,3:39:13,126,3,20,3,interleaved,20,3,0:41:00,0.305555555,0.233333333,0.666666667,0.333333333,0.75,0.448148148,0.278787878,0.404444444,0.518518518,1
Stu_9d72f1246636f759829b1655cfb287af,1,1,1,1,1,1,2,3:36:17,96,3,20,5,circle,20,3,0:25:00,0.785185185,0.266666667,0.666666667,1,0.5,0.588888889,0.6,0.573333333,0.777777778,2
Stu_75776417f1526cfb557185486867f2ea,1,1,1,1,1,1,2,3:49:40,126,2,7,4,increased,7,3,0:06:00,0.294444444,0.266666667,0.333333333,0.166666667,0.75,0.357407408,0.221212122,0.362222222,0.425925926,1
Stu_4a18f835d0d51fefe9d17889c725c3bf,1,1,1,1,1,1,2,4:46:27,126,2,15,3,interleaved,15,3,0:22:00,0.782407407,0.5,1,1,0.75,0.777777778,0.727272727,0.733333333,0.888888889,2
