student,presentAllTests,filter_045-8h_2-3problems,filter_045-8h_predCeiling,filter_045-8h,complete_twoThirds,filter_predCeiling,test,timeOnTutor,problemsStarted,school,class,condition,condition2,sequence,form,duration,pretest_total,sum_rel_NL,sum_rel_comp,sum_rel_transfer,sum_rel_recUnit,sum_rel_total,sum_rel_NL_transfer,sum_rel_NL_transfer_recUnit,sum_rel_transfer_recUnit,pretest_total_median
Stu_3152fd806a55fe5abffc86370e59c0e0,1,1,1,1,1,1,1,4:34:53,101,2,9,2,moderate,9,1,0:09:00,0.718518519,0.766666667,0.833333333,0.833333333,0.416666667,0.718518519,0.796969697,0.695555556,0.648148148,2
Stu_3e5cef34f5ce3532385a74bd9b1d2b0f,1,1,0,1,1,0,1,3:24:14,126,3,20,4,increased,20,3,0:32:00,0.796296296,0.833333333,1,0.833333333,0.541666667,0.796296296,0.833333333,0.755555555,0.703703704,2
Stu_23e8ae434f20a444e7f95d89042f3f34,1,1,1,1,1,1,1,5:43:38,126,3,20,4,increased,20,2,0:20:00,0.398148148,0,0.166666667,0.666666667,0.833333333,0.398148148,0.303030303,0.444444444,0.740740741,1
Stu_f37442127fa7fd2ea48cb8689ee592e6,1,1,1,1,1,1,1,3:02:35,126,1,1,1,blocked,1,3,0:23:00,0.55462963,0.4,0.666666667,0.75,0.458333333,0.55462963,0.559090909,0.532222222,0.62037037,1
Stu_ce9e7a1c87e1f11305b86affbbc84bdd,1,1,0,1,1,0,1,5:04:32,126,1,3,4,increased,3,1,0:25:00,0.825925926,0.866666667,0.666666667,0.833333333,0.875,0.825925926,0.851515152,0.857777778,0.851851852,2
Stu_73baa4732ae2626380a1bea00684c700,1,1,1,1,1,1,1,2:38:32,126,4,25,2,moderate,25,1,0:21:00,0.333333334,0.5,0.166666667,0.166666667,0.416666667,0.333333334,0.348484849,0.366666667,0.277777778,1
Stu_b013f92fa81a8ac5aef78bde4e887573,1,1,1,1,1,1,1,3:34:46,126,1,5,4,increased,5,2,0:22:00,0.438888889,0.233333333,0.166666667,1,0.25,0.438888889,0.581818182,0.493333333,0.666666667,1
Stu_65285ebd57918d3f0bac72a212a3f23e,1,1,0,1,1,0,1,2:34:21,126,1,1,1,blocked,1,1,0:19:00,0.696296296,0.533333333,0.666666667,1,0.583333333,0.696296296,0.745454545,0.702222222,0.814814815,2
Stu_88e4d78e867369d9af354a376d33a30a,1,1,1,1,1,1,1,7:41:57,126,1,1,2,moderate,1,1,0:15:00,0.744444444,0.733333333,0.5,0.833333333,0.833333333,0.744444444,0.778787878,0.793333333,0.833333333,2
Stu_ec9412a61f4ea3979f52c435e35012e8,1,1,1,1,1,1,1,3:29:58,99,2,15,1,blocked,15,1,0:15:00,0.12037037,0,0.333333333,0,0.291666667,0.12037037,0,0.077777778,0.12962963,1
Stu_488ba2055e0170deaa114b920393bdad,1,1,1,1,1,1,1,2:05:53,126,4,25,4,increased,25,1,0:11:00,0.427777777,0.533333333,0.333333333,0.333333333,0.458333333,0.427777777,0.442424242,0.446666666,0.388888889,1
Stu_29824806b2ceca13a6d99c682848beaf,1,1,1,1,1,1,1,3:23:00,126,1,1,1,blocked,1,1,0:20:00,0.606481482,0.5,0.5,0.75,0.666666667,0.606481482,0.613636364,0.627777778,0.712962963,2
Stu_538f412044fcf0017d0e2680305b58d9,1,1,1,1,1,1,1,4:21:29,126,3,23,1,blocked,23,1,0:15:00,0.406481481,0.233333333,0.333333333,0.583333333,0.5,0.406481481,0.392424242,0.421111111,0.546296296,1
Stu_8b2935ad16f580601b3d64f2a281810b,1,1,1,1,1,1,1,3:50:27,102,2,7,1,blocked,7,1,0:21:00,0.442592593,0.466666667,0.333333333,0.333333333,0.625,0.442592593,0.406060606,0.464444444,0.462962963,1
Stu_e805902104a16be0f94b05a563dd28e1,1,1,1,1,1,1,1,3:13:00,126,2,7,3,interleaved,7,1,0:22:00,0.555555556,0.5,0.333333333,0.666666667,0.666666667,0.555555556,0.575757576,0.6,0.666666667,1
Stu_d01d9b34130a516e9498003f7babe8d9,1,1,0,1,1,0,1,2:30:24,112,2,17,6,rectangle,17,3,0:26:00,0.931481481,0.933333333,1,0.833333333,1,0.931481481,0.887878788,0.917777778,0.907407407,2
Stu_e3f4411f6fcbaf51ccf5e702951eb310,1,1,1,1,1,1,1,4:57:38,101,3,23,1,blocked,23,1,0:30:00,0.192592593,0.3,0.166666667,0,0.291666667,0.192592593,0.163636364,0.197777778,0.12962963,1
Stu_a0d88b9ffc717c163b5e2331a8dc2beb,1,1,1,1,1,1,1,3:20:36,125,2,9,4,increased,9,3,0:18:00,0.688888889,0.566666667,0.5,0.833333333,0.833333333,0.688888889,0.687878788,0.726666667,0.833333333,2
Stu_4771d18d131733d18e0a5ccbb55fdaf3,1,1,0,1,1,0,1,3:13:56,113,2,17,3,interleaved,17,1,0:20:00,0.925925926,0.833333333,1,1,0.916666667,0.925925926,0.909090909,0.911111111,0.962962963,2
Stu_835cee4f5667c92324f17141f7e26c88,1,1,1,1,1,1,1,2:42:41,126,3,28,4,increased,28,3,0:18:00,0.617592593,0.366666667,1,0.75,0.541666667,0.617592593,0.540909091,0.541111111,0.657407408,2
Stu_2a91910904fb41d5ecf20e658e293aaf,1,1,0,1,1,0,1,3:26:03,126,1,3,1,blocked,3,1,0:25:00,0.916666667,1,0.666666667,1,0.875,0.916666667,1,0.966666667,0.944444444,2
Stu_7c305c0273cb53c65cf42bcc0bee06a6,1,1,1,1,1,1,1,2:47:34,99,4,29,3,interleaved,29,2,0:12:00,0.35,0.133333333,0,0.5,0.75,0.35,0.3,0.42,0.611111111,1
Stu_670f6963074fa943b5f50117c9c1dab8,1,1,1,1,1,1,1,2:35:25,125,1,6,4,increased,6,3,0:27:00,0.638888889,0.333333333,1,0.666666667,0.791666667,0.638888889,0.484848485,0.566666667,0.722222223,2
Stu_3ee88a2685b6d35ec2e4c2ae606be3b7,1,1,1,1,1,1,1,3:08:51,126,1,5,3,interleaved,5,1,0:32:00,0.72037037,0.8,0.833333333,0.833333333,0.375,0.72037037,0.815151515,0.697777778,0.629629629,2
Stu_be1bd303f56094e88a2cb4d1d5ede4c2,1,1,0,1,1,0,1,2:12:11,112,1,6,6,rectangle,6,1,0:16:00,0.794444445,0.8,0.666666667,1,0.625,0.794444445,0.890909091,0.82,0.833333333,2
Stu_d752ee03401cd95ef4a773e232209d0c,1,1,1,1,1,1,1,3:57:04,93,2,9,3,interleaved,9,1,0:30:00,0.700925926,0.533333333,1,0.75,0.666666667,0.700925926,0.631818182,0.641111111,0.712962963,2
Stu_b447040e0d138acc66334a3c956a7135,1,1,1,1,1,1,1,4:31:40,126,1,2,2,moderate,2,1,0:22:00,0.47962963,0.3,0.5,0.666666667,0.5,0.47962963,0.466666667,0.475555556,0.592592593,1
Stu_6d87225c1064a2f9e483667f4011d181,1,1,1,1,1,1,1,3:15:07,112,4,29,5,circle,29,3,0:14:00,0.135185185,0.1,0.333333333,0.166666667,0,0.135185185,0.13030303,0.095555556,0.092592593,1
Stu_a7e5c104fb3ebf73c9a08712824c493a,1,1,1,1,1,1,1,2:25:34,126,4,31,1,blocked,31,1,0:17:00,0.409259259,0.533333333,0,0.833333333,0,0.409259259,0.669696969,0.491111111,0.462962963,1
Stu_2c42b138d26591dc5b54152cfa791415,1,1,1,1,1,1,1,3:11:11,126,4,25,2,moderate,25,1,0:28:00,0.748148148,0.8,0.5,0.833333333,0.75,0.748148148,0.815151515,0.797777778,0.796296296,2
Stu_f9e4e31bde5d45bed6698b53f483af2c,1,1,0,1,1,0,1,2:00:33,126,4,31,4,increased,31,1,0:18:00,0.644444444,0.6,1,1,0,0.644444444,0.781818182,0.573333333,0.555555556,2
Stu_533ce1e7973750752733b575f05a9565,1,1,1,1,1,1,1,2:22:02,126,4,29,3,interleaved,29,1,0:17:00,0.427777778,0.366666667,0,0.666666667,0.541666667,0.427777778,0.503030303,0.513333334,0.611111111,1
Stu_33f585ad39c49eb30468ee16f2a43d31,1,1,1,1,1,1,1,3:51:50,126,1,1,3,interleaved,1,1,0:22:00,0.431481482,0.266666667,0.5,0.5,0.541666667,0.431481482,0.372727273,0.417777778,0.518518519,1
Stu_4d6801e0ce815644ba414e7b6cf3896d,1,1,1,1,1,1,1,4:00:13,126,1,6,3,interleaved,6,3,0:19:00,0.22962963,0.3,0,0.333333333,0.166666667,0.22962963,0.315151515,0.275555556,0.259259259,1
Stu_49b7f44516e349c65a2c958cd630bb70,1,1,1,1,1,1,1,2:54:32,106,2,7,3,interleaved,7,1,0:23:00,0.498148148,0.633333333,0.333333333,0.666666667,0.208333333,0.498148148,0.648484848,0.531111111,0.462962963,1
Stu_cfc0c295bc9d1e099738b3d7a4a320ca,1,1,1,1,1,1,1,3:11:11,112,2,7,6,rectangle,7,3,0:50:00,0.546296296,0.666666667,0.333333333,0.5,0.583333333,0.546296296,0.590909091,0.588888889,0.537037037,1
Stu_fd35ae3d66b7d0b5bd0a2c0d77c2b8d8,1,1,1,1,1,1,1,3:14:38,112,4,29,6,rectangle,29,2,0:16:00,0.138888889,0,0,0.5,0,0.138888889,0.227272727,0.166666667,0.277777778,1
Stu_4ca2668c44e0eec9323d47998b03f4e6,1,1,1,1,1,1,1,3:44:11,125,1,6,2,moderate,6,2,0:00:00,0.459259259,0.266666667,0,1,0.416666667,0.459259259,0.6,0.551111111,0.740740741,1
Stu_f0dd8724481a628f33c9736fb48392a9,1,1,1,1,1,1,1,7:53:31,126,3,23,4,increased,23,2,0:25:00,0.525925926,0.466666667,0.333333333,0.833333333,0.375,0.525925926,0.633333333,0.564444444,0.629629629,1
Stu_f6ca9d54f6db7a3a64faa0f08edddabd,1,1,0,1,1,0,1,2:31:51,126,1,6,1,blocked,6,1,0:23:00,0.82037037,0.6,1,0.833333333,1,0.82037037,0.706060606,0.784444444,0.907407407,2
Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c,1,1,1,1,1,1,1,3:00:46,126,2,7,2,moderate,7,1,0:24:00,0.698148148,0.733333333,0.5,0.666666667,0.833333333,0.698148148,0.703030303,0.737777778,0.740740741,2
Stu_cfccdc29e8fe68aa10553e0c6ec216ea,1,1,1,1,1,1,1,3:25:39,112,2,7,5,circle,7,1,0:29:00,0.737037037,0.6,0.666666667,0.833333333,0.875,0.737037037,0.706060606,0.751111111,0.851851852,2
Stu_144c675927ba36789ed6433f989b90da,1,1,1,1,1,1,1,3:56:41,102,2,9,4,increased,9,3,0:13:00,0.27962963,0.2,0.166666667,0.5,0.208333333,0.27962963,0.336363636,0.302222222,0.37037037,1
Stu_af3b6d148e2adc6b05a87132b862e155,1,1,1,1,1,1,1,3:21:51,126,1,5,1,blocked,5,3,0:21:00,0.524074074,0.266666667,0.5,0.666666667,0.75,0.524074074,0.448484849,0.528888889,0.703703704,1
Stu_90eaec73df0d512684fe630051a04724,1,1,1,1,1,1,1,3:37:41,118,1,2,7,numberline,2,3,0:15:00,0.25,0.166666667,0,0.5,0.25,0.25,0.318181818,0.3,0.388888889,1
Stu_d2bec0c9ceced9e987cc57b869eb6d57,1,1,0,1,1,0,1,2:43:01,126,1,5,4,increased,5,1,0:18:00,0.888888889,1,1,1,0.5,0.888888889,1,0.866666667,0.777777778,2
Stu_5c8963bd0eb07464ae0bfd8e847f090c,1,1,1,1,1,1,1,2:53:40,112,2,9,5,circle,9,3,0:28:00,0.664814815,0.633333333,0.666666667,0.666666667,0.708333333,0.664814815,0.648484848,0.664444444,0.685185185,2
Stu_77737d76e06843da0a694a186bfa06e4,1,1,1,1,1,1,1,2:32:13,112,3,22,5,circle,22,2,0:27:00,0.642592593,0.066666667,1,0.833333333,1,0.642592593,0.415151515,0.571111111,0.907407407,2
Stu_5be4a312952f0b877d3833a2475cad1d,1,1,1,1,1,1,1,3:29:31,110,4,25,5,circle,25,3,0:21:00,0.355555555,0.4,0,0.333333333,0.583333333,0.355555555,0.36969697,0.426666666,0.444444444,1
Stu_789a5467da3db17f0265ec1ed630e190,1,1,1,1,1,1,1,3:17:28,126,4,31,4,increased,31,3,0:19:00,0.360185185,0.4,0,0.416666667,0.5,0.360185185,0.407575758,0.432222222,0.453703704,1
Stu_2bf7614f688dbd63efac7129bd8254fa,1,1,1,1,1,1,1,3:01:13,126,3,28,2,moderate,28,2,0:30:00,0.57962963,0.266666667,0.666666667,0.833333333,0.666666667,0.57962963,0.524242424,0.562222222,0.759259259,2
Stu_942611a771fa730ed39c1590633eaaf5,1,1,1,1,1,1,1,2:17:07,118,1,1,7,numberline,1,3,0:00:00,0.662962963,0.6,0.333333333,0.833333333,0.791666667,0.662962963,0.706060606,0.728888889,0.814814815,2
Stu_393d6b2d24728a7e72914375802109e5,1,1,1,1,1,1,1,2:43:40,126,4,25,2,moderate,25,2,0:09:00,0.335185185,0.2,0.666666667,0.5,0.083333333,0.335185185,0.336363636,0.268888889,0.314814815,1
Stu_cff24feeb056a12b115ee8c7f02768a0,1,1,1,1,1,1,1,3:10:49,125,1,1,4,increased,1,1,0:27:00,0.405555556,0.133333333,0.5,0.666666667,0.416666667,0.405555556,0.375757576,0.386666667,0.555555556,1
Stu_03c2835b10aaf0656553c50c1e93f9b6,1,1,1,1,1,1,1,3:36:55,111,1,6,2,moderate,6,1,0:21:00,0.687037037,0.533333333,0.833333333,0.833333333,0.625,0.687037037,0.669696969,0.657777778,0.740740741,2
Stu_ecfcb02b77f13b9bde2a009d0e85e627,1,1,0,1,1,0,1,2:43:28,118,1,5,7,numberline,5,2,0:30:00,0.922222222,0.766666667,1,1,1,0.922222222,0.872727273,0.906666667,1,2
Stu_dcea6e0e2a4e84872b47d6eb2ae8a9ac,1,1,1,1,1,1,1,2:44:59,126,4,25,1,blocked,25,3,0:15:00,0.35462963,0.3,0,0.416666667,0.625,0.35462963,0.353030303,0.425555556,0.509259259,1
Stu_9969ad927bc300735c110f7824a3f7e2,1,1,1,1,1,1,1,3:26:57,118,3,22,7,numberline,22,2,0:37:00,0.699074074,0.666666667,0.5,0.75,0.833333333,0.699074074,0.704545455,0.738888889,0.787037037,2
Stu_d6f8f3c314240b1273bab7974507b296,1,1,1,1,1,1,1,3:54:54,110,2,7,4,increased,7,1,0:20:00,0.500925926,0.6,0.333333333,0.583333333,0.375,0.500925926,0.592424242,0.534444444,0.490740741,1
Stu_75df9ed6a7fa909c354170d84c8e2a77,1,1,1,1,1,1,1,1:50:38,112,1,5,6,rectangle,5,3,0:21:00,0.711111111,0.633333333,1,0.833333333,0.458333333,0.711111111,0.724242424,0.653333333,0.666666666,2
Stu_4e59d260ff2fb74e3cce5e335abb3af3,1,1,1,1,1,1,1,3:08:10,126,3,20,2,moderate,20,1,0:20:00,0.57962963,0.6,0.333333333,0.666666667,0.625,0.57962963,0.63030303,0.628888889,0.648148148,2
Stu_6a4db09cda9e6bea58866ddc295a6963,1,1,0,1,1,0,1,3:05:37,112,1,6,6,rectangle,6,2,0:18:00,0.833333333,0.666666667,1,1,0.75,0.833333333,0.818181818,0.8,0.888888889,2
Stu_27378bffbee0faf03d2016ebf61cc7e2,1,1,1,1,1,1,1,2:37:15,126,3,22,1,blocked,22,3,0:21:00,0.400925926,0.133333333,0.333333333,0.583333333,0.625,0.400925926,0.337878788,0.414444444,0.601851852,1
Stu_15595b84aabe355079cb53ef616b7ff0,1,1,1,1,1,1,2,4:16:54,126,2,9,4,increased,9,1,0:15:00,0.465740741,0.866666667,0.5,0.833333333,0.5,0.714814815,0.851515152,0.757777778,0.685185185,1
Stu_514d884310a2b010d87de88633153f8f,1,1,1,1,1,1,2,2:39:30,126,1,6,2,moderate,6,2,0:17:00,0.698148148,0.4,1,1,0.625,0.716666667,0.672727273,0.66,0.833333333,2
Stu_bfbdb7cd9399f26c99832b503745cc7c,1,1,0,1,1,0,2,4:43:48,106,1,3,4,increased,3,2,0:12:00,0.803703704,0.533333333,0.166666667,1,0.541666667,0.603703704,0.745454545,0.691111111,0.796296296,2
Stu_905588d3337fafd3862665cc62d79279,1,1,1,1,1,1,2,2:10:45,126,1,1,3,interleaved,1,2,0:14:00,0.474074074,0.333333333,1,0.833333333,0.208333333,0.555555555,0.56060606,0.466666666,0.555555555,1
Stu_b6c809c630ab17125c992870cdba28e8,1,1,1,1,1,1,2,3:24:33,126,2,15,3,interleaved,15,2,0:37:00,0.646296296,0.933333333,1,1,0.833333333,0.940740741,0.963636363,0.928888889,0.925925926,2
Stu_e52410bf10079a7f71efadf684037aa0,1,1,0,1,1,0,2,2:00:18,112,1,4,5,circle,4,2,0:22:00,0.937037037,0.933333333,0.833333333,1,1,0.95,0.963636363,0.973333333,1,2
Stu_02ffd6d9e6cec505aff1d197490d4516,1,1,1,1,1,1,2,3:40:58,102,2,17,3,interleaved,17,2,0:10:00,0.473148148,0.266666667,0.833333333,0.583333333,0.625,0.528703704,0.410606061,0.467777778,0.601851852,1
Stu_576291d127ad2183b7fee97dbdd64a49,1,1,0,1,1,0,2,2:07:52,126,1,4,4,increased,4,1,0:21:00,0.911111111,0.6,1,1,0.916666667,0.848148148,0.781818182,0.817777778,0.962962963,2
Stu_0fa421b3109ce01515e05cc17fa47613,1,1,1,1,1,1,2,2:47:50,126,1,2,1,blocked,2,1,0:23:00,0.493518519,0.466666667,0.333333333,0.833333333,0.916666667,0.646296296,0.633333333,0.708888889,0.87037037,1
Stu_7b3f7d6a49cd9990ffe58d4bf4a3f898,1,1,1,1,1,1,2,4:46:00,126,2,15,1,blocked,15,2,0:06:00,0.438888889,0.5,0,0.833333333,0.625,0.537037037,0.651515151,0.644444444,0.740740741,1
Stu_0d123da7b8eaa1d2260a16cc636831dc,1,1,1,1,1,1,2,3:52:24,111,1,1,2,moderate,1,3,0:23:00,0.431481482,0.466666667,0,1,0.916666667,0.637037037,0.709090909,0.764444445,0.962962963,1
Stu_fada75c6a5ec8da9b4679b1c055e2e5f,1,1,0,1,1,0,2,2:11:01,126,1,3,1,blocked,3,2,0:26:00,0.805555555,0.933333333,0.666666667,1,0.75,0.866666667,0.963636363,0.906666667,0.888888889,2
Stu_767cd32286057446091878c4e6a3a840,1,1,1,1,1,1,2,2:27:20,126,3,22,2,moderate,22,2,0:25:00,0.324074074,0.466666667,0.333333333,0.5,0.416666667,0.442592593,0.481818182,0.464444445,0.462962963,1
Stu_1dccb85afc5f24b01e7c83dff6c056b4,1,1,0,1,1,0,2,3:08:07,126,1,5,4,increased,5,1,0:24:00,0.877777778,0.8,1,1,1,0.933333333,0.890909091,0.92,1,2
Stu_28a0a6c45a340ff204f21bf16b234197,1,1,1,1,1,1,2,3:05:35,126,2,15,4,increased,15,1,0:17:00,0.499074074,0.933333333,0.333333333,0.833333333,0.541666667,0.718518518,0.887878788,0.795555555,0.703703704,1
Stu_823362fb368a75d6052f295d46d39b0d,1,1,1,1,1,1,2,3:00:09,126,3,23,1,blocked,23,2,0:37:00,0.215740741,0.166666667,0.333333333,0.166666667,0.416666667,0.25,0.166666667,0.233333334,0.277777778,1
Stu_a8af55f5fd81a0fa2c2df5968f32c763,1,1,1,1,1,1,2,4:03:55,126,2,15,1,blocked,15,2,0:23:00,0.200925926,0.266666667,0.333333333,0.333333333,0.625,0.375925926,0.296969697,0.384444444,0.462962963,1
Stu_80ff1b554e6d05295cb00d69fbfd3fd0,1,1,1,1,1,1,2,2:33:56,126,1,4,1,blocked,4,3,0:10:00,0.542592593,0.3,0.666666667,0.833333333,0.5,0.553703704,0.542424242,0.531111111,0.685185185,1
Stu_21550f769032c2d7ab4a8d8ef1a39bb8,1,1,1,1,1,1,2,2:51:44,126,1,2,1,blocked,2,1,0:16:00,0.151851852,0.166666667,0.666666667,0.166666667,0.208333333,0.259259259,0.166666667,0.177777778,0.185185185,1
Stu_8511d3f496e105e7c4eab288f2e927bb,1,1,1,1,1,1,2,2:24:04,112,2,15,6,rectangle,15,1,0:27:00,0.712962963,0.266666667,1,0.833333333,0.708333333,0.644444444,0.524242424,0.573333333,0.777777777,2
Stu_3121c17de835bc4bef8b3a7fb303edaf,1,1,0,1,1,0,2,2:29:53,126,1,6,3,interleaved,6,1,0:21:00,0.909259259,1,1,1,0.833333333,0.962962963,1,0.955555555,0.925925926,2
Stu_92b36f79b144ba71687ca0a6718f47f5,1,1,1,1,1,1,2,2:24:33,112,1,1,6,rectangle,1,1,0:44:00,0.625925926,0.466666667,0.666666667,1,1,0.766666667,0.709090909,0.786666667,1,2
Stu_2f5aa276ac6828ad5a90285263efad21,1,1,0,1,1,0,2,2:21:11,112,1,4,6,rectangle,4,2,0:16:00,0.853703704,0.333333333,0.666666667,1,1,0.722222222,0.636363636,0.733333333,1,2
Stu_3516f7cd5b8fcf5ea7971f987c374470,1,1,0,1,1,0,2,2:35:59,126,1,6,2,moderate,6,2,0:21:00,0.87037037,0.6,0.833333333,1,1,0.838888889,0.781818182,0.84,1,2
Stu_6009635371a9134cac9a7d77853fdfab,1,1,1,1,1,1,2,1:57:52,126,1,1,4,increased,1,2,0:16:00,0.751851852,0.533333333,1,1,1,0.844444444,0.745454545,0.813333333,1,2
Stu_4e23446ef99f61ee24c1cee50b29f4f2,1,1,0,1,1,0,2,2:56:33,126,1,5,4,increased,5,2,0:12:00,0.842592593,0.733333333,1,1,1,0.911111111,0.854545454,0.893333333,1,2
Stu_d7d4ee9b982f61677b2679c563c3fa0c,1,1,1,1,1,1,2,3:06:16,126,1,3,3,interleaved,3,1,0:21:00,0.373148148,0.4,0.333333333,0.75,0.708333333,0.55462963,0.559090909,0.598888889,0.731481481,1
Stu_4004e6faf0a7850d667241b341a66ea4,1,1,1,1,1,1,2,7:29:31,126,1,5,3,interleaved,5,1,0:23:00,0.627777778,0.733333333,0.5,0.833333333,0.75,0.725925926,0.778787878,0.771111111,0.796296296,2
Stu_65fc1f407ffc257e0be1f548e64faa74,1,1,1,1,1,1,2,3:45:00,126,1,4,4,increased,4,3,0:25:00,0.692592592,0.466666667,1,1,1,0.822222222,0.709090909,0.786666667,1,2
Stu_6445bc89cfa561e81f5a16177e1e7ddb,1,1,1,1,1,1,2,3:00:56,126,1,4,4,increased,4,3,0:13:00,0.5,0.233333333,0,0.333333333,0.541666667,0.290740741,0.278787878,0.348888889,0.425925926,1
Stu_4b9fddc6814dec1f65fd4a807d07f3d4,1,1,0,1,1,0,2,2:49:23,126,1,3,3,interleaved,3,3,0:16:00,0.888888889,0.8,1,1,1,0.933333333,0.890909091,0.92,1,2
Stu_029eb9f0cdfed76e9886909ffa3204c5,1,1,1,1,1,1,2,3:23:40,109,3,20,6,rectangle,20,1,0:28:00,0.34537037,0.1,0.666666667,0.166666667,0.625,0.32962963,0.13030303,0.262222222,0.370370371,1
Stu_5d69f9755d7d2d7d1881d74421419348,1,1,1,1,1,1,2,3:04:07,112,3,28,6,rectangle,28,2,0:31:00,0.660185185,0.933333333,0.166666667,0.833333333,0.166666667,0.607407407,0.887878788,0.695555555,0.537037037,2
Stu_5068a353bd56fee29974de17bca6ce01,1,1,1,1,1,1,2,1:54:35,112,4,25,6,rectangle,25,2,0:25:00,0.374074074,0.766666667,0,0.666666667,0.375,0.524074074,0.721212122,0.628888889,0.537037037,1
Stu_8d839ea9267fd7f0b1d3d7a1649c67c8,1,1,1,1,1,1,2,2:24:16,87,4,29,7,numberline,29,1,0:00:00,0.540740741,0.633333333,0,0.333333333,0.541666667,0.424074074,0.496969697,0.508888889,0.425925926,1
Stu_cdcef7728aa1149fa68cda06678c4522,1,1,0,1,1,0,2,2:52:50,126,1,4,3,interleaved,4,2,0:16:00,0.881481482,0.933333333,1,1,1,0.977777778,0.963636363,0.973333333,1,2
Stu_bac81553d8261810c4c18a6e07dd0c07,1,1,1,1,1,1,2,3:22:57,123,4,31,4,increased,31,3,0:35:00,0.761111111,0.633333333,0.166666667,1,0.833333333,0.701851852,0.8,0.808888889,0.925925926,2
Stu_ad8fc82fe3ae4aa714bbba659692e9be,1,1,1,1,1,1,2,3:01:57,112,1,2,6,rectangle,2,1,0:12:00,0.402777778,0.866666667,0.666666667,0.583333333,0.75,0.728703704,0.737878788,0.741111111,0.657407407,1
Stu_ebd9395cd25aae72d5233ef7d0b38497,1,1,1,1,1,1,2,3:40:16,124,2,7,4,increased,7,3,0:13:00,0.501851852,0.133333333,0.333333333,0.666666667,0.666666667,0.433333333,0.375757576,0.453333333,0.666666667,1
Stu_d41faea062f25e0426c6914e1e475d1f,1,1,0,1,1,0,2,3:12:16,126,1,5,4,increased,5,2,0:28:00,0.827777778,0.4,1,1,0.916666667,0.781481482,0.672727273,0.737777778,0.962962963,2
Stu_27101c4660fe8895eb6a1f836e17cce8,1,1,1,1,1,1,2,2:56:07,126,1,1,4,increased,1,1,0:14:00,0.657407407,0.933333333,1,1,0.833333333,0.940740741,0.963636363,0.928888889,0.925925926,2
Stu_7f664d7098880853042adbab429ddd8c,1,1,1,1,1,1,2,3:13:53,126,2,7,4,increased,7,3,0:17:00,0.47037037,0.3,0,0.333333333,0.625,0.331481481,0.315151515,0.397777778,0.462962963,1
Stu_111100933da82866fcea6d998b2deb88,1,1,0,1,1,0,2,3:17:40,120,1,5,2,moderate,5,3,0:27:00,0.790740741,0.6,0.666666667,1,0.708333333,0.746296296,0.781818182,0.762222222,0.87037037,2
Stu_08362a13568069b25224a4db8fe7b4de,1,1,1,1,1,1,2,4:08:17,111,2,9,4,increased,9,1,1:23:00,0.32962963,0.6,0.333333333,0.166666667,0.625,0.440740741,0.403030303,0.462222222,0.370370371,1
Stu_f2508b8823fae6b1f924d45cc0673887,1,1,1,1,1,1,2,4:39:25,126,3,23,3,interleaved,23,3,0:15:00,0.343518519,0.333333333,0.333333333,0.25,0.625,0.375,0.295454545,0.383333333,0.416666667,1
Stu_23f26c510b39216759de1f95f9dbb35a,1,1,1,1,1,1,2,2:35:37,112,1,5,5,circle,5,1,0:28:00,0.712962963,0.866666667,1,0.75,0.791666667,0.839814815,0.813636364,0.807777778,0.768518519,2
Stu_38a0d1274ef939b9f5f172c3e83a2d9a,1,1,1,1,1,1,2,2:54:41,126,3,28,3,interleaved,28,1,0:12:00,0.662037037,0.8,1,0.666666667,0.5,0.72962963,0.73939394,0.675555556,0.592592593,2
Stu_6d943bb7efcee3d96328d20078fbe57c,1,1,0,1,1,0,2,1:57:35,126,4,25,2,moderate,25,1,0:18:00,0.962962963,1,1,1,0,0.777777778,1,0.733333333,0.555555556,2
Stu_fb73356c923072b0b3a3bae4d71a327a,1,1,1,1,1,1,2,2:43:52,112,4,25,6,rectangle,25,2,0:12:00,0.464814815,0.733333333,0.166666667,0.833333333,0.416666667,0.596296296,0.778787878,0.682222222,0.648148148,1
Stu_6a7bc6e2d70ef9317ce3430488d9c0b7,1,1,1,1,1,1,2,3:24:56,126,4,29,1,blocked,29,3,0:37:00,0.307407407,0.533333333,0,0.833333333,0.583333333,0.538888889,0.669696969,0.646666666,0.722222222,1
Stu_40f33ec889269dee7d64de27572caca3,1,1,1,1,1,1,2,3:07:13,126,1,2,4,increased,2,2,0:16:00,0.294444445,0.466666667,0,0.333333333,0.625,0.387037037,0.406060606,0.464444444,0.462962963,1
Stu_abd1601b861dc3a7ff159d59a3c917d2,1,1,1,1,1,1,2,3:06:43,126,2,7,4,increased,7,1,0:44:00,0.383333333,0.6,0.166666667,0.833333333,0.625,0.598148148,0.706060606,0.684444444,0.740740741,1
Stu_2bf0ef986d28a5420a214e5dbf5f30d1,1,1,1,1,1,1,2,4:00:14,126,3,23,2,moderate,23,1,0:16:00,0.084259259,0,0,0.166666667,0.25,0.101851852,0.075757576,0.122222222,0.203703704,1
Stu_d782ce7bd3f10bf7fde3c70fbd1fd9c1,1,1,1,1,1,1,2,3:07:22,126,1,4,3,interleaved,4,2,0:16:00,0.68425926,0.466666667,0.333333333,0.666666667,0.666666667,0.544444445,0.557575758,0.586666667,0.666666667,2
